ea_id,source_dataset,source_split,source_id,video_path,audio_path,text_path,start,end,language,face_quality,audio_quality,text_quality,usable_for_micro,usable_for_l4,is_sarcasm_candidate,candidate_reason
EAQ100010,MELD,train,MELD/train/dia0/utt10,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia0_utt10.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia0_utt10.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=0&Utterance_ID=10,0.00,2.00,en,medium,medium,high,true,true,false,
EAQ100011,MELD,train,MELD/train/dia0/utt11,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia0_utt11.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia0_utt11.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=0&Utterance_ID=11,0.00,8.30,en,medium,medium,high,true,true,false,
EAQ100012,MELD,train,MELD/train/dia0/utt12,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia0_utt12.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia0_utt12.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=0&Utterance_ID=12,0.00,3.04,en,medium,medium,high,true,true,false,
EAQ100013,MELD,train,MELD/train/dia0/utt13,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia0_utt13.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia0_utt13.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=0&Utterance_ID=13,0.00,3.13,en,medium,medium,high,true,true,false,
EAQ100014,MELD,train,MELD/train/dia1/utt0,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt0.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt0.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=1&Utterance_ID=0,0.00,2.46,en,medium,medium,high,true,true,true,meld_emotion_sentiment_mismatch
EAQ100015,MELD,train,MELD/train/dia1/utt1,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt1.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt1.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=1&Utterance_ID=1,0.00,2.21,en,medium,medium,high,true,true,false,
EAQ100016,MELD,train,MELD/train/dia1/utt2,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt2.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt2.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=1&Utterance_ID=2,0.00,4.75,en,medium,medium,high,true,true,true,meld_emotion_sentiment_mismatch
EAQ100017,MELD,train,MELD/train/dia1/utt3,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt3.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt3.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=1&Utterance_ID=3,0.00,2.50,en,medium,medium,high,true,true,false,
EAQ100018,MELD,train,MELD/train/dia1/utt4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt4.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt4.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=1&Utterance_ID=4,0.00,1.17,en,medium,medium,high,true,true,false,
EAQ100019,MELD,train,MELD/train/dia1/utt5,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt5.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt5.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=1&Utterance_ID=5,0.00,1.46,en,medium,medium,high,true,true,false,
EAQ100020,MELD,train,MELD/train/dia1/utt8,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt8.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia1_utt8.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=1&Utterance_ID=8,0.00,2.01,en,medium,medium,high,true,true,false,
EAQ100021,MELD,train,MELD/train/dia2/utt0,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt0.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt0.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=0,0.00,1.08,en,medium,medium,high,true,true,false,
EAQ100022,MELD,train,MELD/train/dia2/utt1,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt1.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt1.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=1,0.00,1.46,en,medium,medium,high,true,true,false,
EAQ100023,MELD,train,MELD/train/dia2/utt2,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt2.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt2.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=2,0.00,1.85,en,medium,medium,high,true,true,false,
EAQ100024,MELD,train,MELD/train/dia2/utt3,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt3.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt3.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=3,0.00,1.71,en,medium,medium,high,true,true,false,
EAQ100025,MELD,train,MELD/train/dia2/utt4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt4.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt4.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=4,0.00,1.04,en,medium,medium,high,true,true,true,meld_emotion_sentiment_mismatch
EAQ100026,MELD,train,MELD/train/dia2/utt5,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt5.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt5.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=5,0.00,2.21,en,medium,medium,high,true,true,false,
EAQ100027,MELD,train,MELD/train/dia2/utt6,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt6.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt6.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=6,0.00,4.79,en,medium,medium,high,true,true,false,
EAQ100028,MELD,train,MELD/train/dia2/utt7,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt7.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt7.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=7,0.00,2.67,en,medium,medium,high,true,true,false,
EAQ100029,MELD,train,MELD/train/dia2/utt8,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt8.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt8.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=8,0.00,0.67,en,medium,medium,high,false,true,false,
EAQ100030,MELD,train,MELD/train/dia2/utt9,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt9.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt9.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=9,0.00,1.98,en,medium,medium,high,true,true,false,
EAQ100031,MELD,train,MELD/train/dia2/utt10,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt10.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt10.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=10,0.00,0.81,en,medium,medium,high,true,true,false,
EAQ100032,MELD,train,MELD/train/dia2/utt11,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt11.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt11.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=11,0.00,1.19,en,medium,medium,high,true,true,false,
EAQ100033,MELD,train,MELD/train/dia2/utt12,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt12.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia2_utt12.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=2&Utterance_ID=12,0.00,1.21,en,medium,medium,high,true,true,false,
EAQ100034,MELD,train,MELD/train/dia3/utt0,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt0.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt0.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=3&Utterance_ID=0,0.00,2.33,en,medium,medium,high,true,true,true,meld_emotion_sentiment_mismatch
EAQ100035,MELD,train,MELD/train/dia3/utt1,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt1.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt1.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=3&Utterance_ID=1,0.00,1.13,en,medium,medium,high,true,true,true,meld_emotion_sentiment_mismatch
EAQ100036,MELD,train,MELD/train/dia3/utt2,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt2.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt2.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=3&Utterance_ID=2,0.00,1.22,en,medium,medium,high,true,true,true,meld_emotion_sentiment_mismatch
EAQ100037,MELD,train,MELD/train/dia3/utt3,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt3.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt3.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=3&Utterance_ID=3,0.00,2.42,en,medium,medium,high,true,true,false,
EAQ100038,MELD,train,MELD/train/dia3/utt4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt4.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt4.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=3&Utterance_ID=4,0.00,2.83,en,medium,medium,high,true,true,false,
EAQ100039,MELD,train,MELD/train/dia3/utt5,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt5.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt5.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=3&Utterance_ID=5,0.00,2.92,en,medium,medium,high,true,true,false,
EAQ100040,MELD,train,MELD/train/dia3/utt6,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt6.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt6.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=3&Utterance_ID=6,0.00,2.92,en,medium,medium,high,true,true,true,meld_emotion_sentiment_mismatch
EAQ100041,MELD,train,MELD/train/dia3/utt8,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt8.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt8.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=3&Utterance_ID=8,0.00,2.75,en,medium,medium,high,true,true,false,
EAQ100042,MELD,train,MELD/train/dia3/utt9,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt9.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia3_utt9.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=3&Utterance_ID=9,0.00,1.50,en,medium,medium,high,true,true,false,
EAQ100043,MELD,train,MELD/train/dia4/utt0,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt0.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt0.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=0,0.00,0.96,en,medium,medium,high,true,true,false,
EAQ100044,MELD,train,MELD/train/dia4/utt1,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt1.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt1.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=1,0.00,0.14,en,medium,medium,high,false,true,false,
EAQ100045,MELD,train,MELD/train/dia4/utt2,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt2.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt2.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=2,0.00,1.12,en,medium,medium,high,true,true,false,
EAQ100046,MELD,train,MELD/train/dia4/utt3,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt3.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt3.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=3,0.00,2.75,en,medium,medium,high,true,true,false,
EAQ100047,MELD,train,MELD/train/dia4/utt4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt4.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt4.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=4,0.00,1.38,en,medium,medium,high,true,true,false,
EAQ100048,MELD,train,MELD/train/dia4/utt5,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt5.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt5.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=5,0.00,0.10,en,medium,medium,high,false,true,false,
EAQ100049,MELD,train,MELD/train/dia4/utt6,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt6.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt6.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=6,0.00,0.26,en,medium,medium,high,false,true,false,
EAQ100050,MELD,train,MELD/train/dia4/utt7,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt7.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt7.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=7,0.00,1.04,en,medium,medium,high,true,true,false,
EAQ100051,MELD,train,MELD/train/dia4/utt8,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt8.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt8.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=8,0.00,8.05,en,medium,medium,high,true,true,false,
EAQ100052,MELD,train,MELD/train/dia4/utt9,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt9.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt9.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=9,0.00,1.38,en,medium,medium,high,true,true,false,
EAQ100053,MELD,train,MELD/train/dia4/utt10,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt10.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt10.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=10,0.00,1.55,en,medium,medium,high,true,true,false,
EAQ100054,MELD,train,MELD/train/dia4/utt11,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt11.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt11.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=11,0.00,9.30,en,medium,medium,high,true,true,false,
EAQ100055,MELD,train,MELD/train/dia4/utt12,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt12.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt12.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=12,0.00,1.04,en,medium,medium,high,true,true,false,
EAQ100056,MELD,train,MELD/train/dia4/utt13,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt13.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt13.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=13,0.00,0.42,en,medium,medium,high,false,true,false,
EAQ100057,MELD,train,MELD/train/dia4/utt14,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt14.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia4_utt14.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=4&Utterance_ID=14,0.00,0.68,en,medium,medium,high,false,true,false,
EAQ100058,MELD,train,MELD/train/dia5/utt0,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia5_utt0.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia5_utt0.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=5&Utterance_ID=0,0.00,1.75,en,medium,medium,high,true,true,false,
EAQ100059,MELD,train,MELD/train/dia5/utt1,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia5_utt1.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia5_utt1.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=5&Utterance_ID=1,0.00,0.18,en,medium,medium,high,false,true,false,
EAQ100060,MELD,train,MELD/train/dia5/utt2,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia5_utt2.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia5_utt2.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=5&Utterance_ID=2,0.00,2.92,en,medium,medium,high,true,true,false,
EAQ100061,MELD,train,MELD/train/dia5/utt3,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia5_utt3.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia5_utt3.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=5&Utterance_ID=3,0.00,2.83,en,medium,medium,high,true,true,false,
EAQ100062,MELD,train,MELD/train/dia6/utt0,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia6_utt0.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia6_utt0.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=6&Utterance_ID=0,0.00,3.21,en,medium,medium,high,true,true,false,
EAQ100063,MELD,train,MELD/train/dia6/utt1,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia6_utt1.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia6_utt1.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=6&Utterance_ID=1,0.00,1.60,en,medium,medium,high,true,true,false,
EAQ100064,MELD,train,MELD/train/dia6/utt2,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia6_utt2.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia6_utt2.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=6&Utterance_ID=2,0.00,1.71,en,medium,medium,high,true,true,false,
EAQ100065,MELD,train,MELD/train/dia6/utt3,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia6_utt3.mp4,/root/autodl-tmp/data/datasets/meld/extracted/MELD.Raw/train_splits/dia6_utt3.mp4,/root/autodl-tmp/data/datasets/meld/annotations/train_sent_emo.csv#Dialogue_ID=6&Utterance_ID=3,0.00,2.00,en,medium,medium,high,true,true,false,
