ea_id,source_dataset,source_split,source_id,video_path,audio_path,text_path,start,end,language,face_quality,audio_quality,text_quality,usable_for_micro,usable_for_l4,raw_emotion,raw_sentiment,raw_valence,raw_arousal,weak_label_hint,label_source
EAQ005797,MOSEI,unknown,MOSEI/2YwgSmmLibs/9,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/2YwgSmmLibs.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/2YwgSmmLibs.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#9,0.00,0.00,en,high,high,high,true,true,0,2,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#2YwgSmmLibs/9
EAQ005798,MOSEI,unknown,MOSEI/XAgD-xoil40/15,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/XAgD-xoil40.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/XAgD-xoil40.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#15,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#XAgD-xoil40/15
EAQ005799,MOSEI,unknown,MOSEI/emtvrtk-jsU/1,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/emtvrtk-jsU.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/emtvrtk-jsU.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#1,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#emtvrtk-jsU/1
EAQ005800,MOSEI,unknown,MOSEI/x0rLwBIocuI/4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/x0rLwBIocuI.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/x0rLwBIocuI.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#4,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#x0rLwBIocuI/4
EAQ005801,MOSEI,unknown,MOSEI/0jtdrsmVzYQ/5,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/0jtdrsmVzYQ.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/0jtdrsmVzYQ.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#5,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#0jtdrsmVzYQ/5
EAQ005802,MOSEI,unknown,MOSEI/qtI3CB1jslQ/8,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/qtI3CB1jslQ.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/qtI3CB1jslQ.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#8,0.00,0.00,en,high,high,high,true,true,0,1,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#qtI3CB1jslQ/8
EAQ005803,MOSEI,unknown,MOSEI/AxNy9TeTLq8/0,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/AxNy9TeTLq8.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/AxNy9TeTLq8.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#0,0.00,0.00,en,high,high,high,true,true,0,2,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#AxNy9TeTLq8/0
EAQ005804,MOSEI,unknown,MOSEI/zFuRNvfC4So/2,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/zFuRNvfC4So.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/zFuRNvfC4So.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#2,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#zFuRNvfC4So/2
EAQ005805,MOSEI,unknown,MOSEI/puum3vabpb4/27,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/puum3vabpb4.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/puum3vabpb4.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#27,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#puum3vabpb4/27
EAQ005806,MOSEI,unknown,MOSEI/0r8KVXUCV6c/16,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/0r8KVXUCV6c.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/0r8KVXUCV6c.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#16,0.00,0.00,en,high,high,high,true,true,0,-1,,,negative,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#0r8KVXUCV6c/16
EAQ005807,MOSEI,unknown,MOSEI/Es9MkKsMsjU/12,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/Es9MkKsMsjU.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/Es9MkKsMsjU.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#12,0.00,0.00,en,high,high,high,true,true,1,-1,,,negative,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#Es9MkKsMsjU/12
EAQ005808,MOSEI,unknown,MOSEI/1HK7Nea0PFo/2,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/1HK7Nea0PFo.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/1HK7Nea0PFo.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#2,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#1HK7Nea0PFo/2
EAQ005809,MOSEI,unknown,MOSEI/G4HMKRdIva0/16,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/G4HMKRdIva0.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/G4HMKRdIva0.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#16,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#G4HMKRdIva0/16
EAQ005810,MOSEI,unknown,MOSEI/Uc-0G7RRxoY/6,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/Uc-0G7RRxoY.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/Uc-0G7RRxoY.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#6,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#Uc-0G7RRxoY/6
EAQ005811,MOSEI,unknown,MOSEI/iEOBNT0HFtU/16,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/iEOBNT0HFtU.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/iEOBNT0HFtU.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#16,0.00,0.00,en,high,high,high,true,true,0,1,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#iEOBNT0HFtU/16
EAQ005812,MOSEI,unknown,MOSEI/88S1BjwMfdw/22,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/88S1BjwMfdw.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/88S1BjwMfdw.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#22,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#88S1BjwMfdw/22
EAQ005813,MOSEI,unknown,MOSEI/0zl_GDVzykw/5,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/0zl_GDVzykw.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/0zl_GDVzykw.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#5,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#0zl_GDVzykw/5
EAQ005814,MOSEI,unknown,MOSEI/svsbGQn389o/8,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/svsbGQn389o.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/svsbGQn389o.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#8,0.00,0.00,en,high,high,high,true,true,0,-1,,,negative,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#svsbGQn389o/8
EAQ005815,MOSEI,unknown,MOSEI/S6S2XL0-ZpM/7,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/S6S2XL0-ZpM.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/S6S2XL0-ZpM.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#7,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#S6S2XL0-ZpM/7
EAQ005816,MOSEI,unknown,MOSEI/hfK8QtTd7fo/6,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/hfK8QtTd7fo.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/hfK8QtTd7fo.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#6,0.00,0.00,en,high,high,high,true,true,2,1,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#hfK8QtTd7fo/6
EAQ005817,MOSEI,unknown,MOSEI/wRKVNiABc0w/0,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/wRKVNiABc0w.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/wRKVNiABc0w.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#0,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#wRKVNiABc0w/0
EAQ005818,MOSEI,unknown,MOSEI/1dWsw38VDjY/7,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/1dWsw38VDjY.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/1dWsw38VDjY.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#7,0.00,0.00,en,high,high,high,true,true,0,2,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#1dWsw38VDjY/7
EAQ005819,MOSEI,unknown,MOSEI/aXla94xd_AQ/1,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/aXla94xd_AQ.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/aXla94xd_AQ.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#1,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#aXla94xd_AQ/1
EAQ005820,MOSEI,unknown,MOSEI/MD6Tq_4VlGc/7,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/MD6Tq_4VlGc.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/MD6Tq_4VlGc.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#7,0.00,0.00,en,high,high,high,true,true,0,2,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#MD6Tq_4VlGc/7
EAQ005821,MOSEI,unknown,MOSEI/qkWdc-E6jGI/21,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/qkWdc-E6jGI.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/qkWdc-E6jGI.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#21,0.00,0.00,en,high,high,high,true,true,0,2,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#qkWdc-E6jGI/21
EAQ005822,MOSEI,unknown,MOSEI/C03473pYcRM/6,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/C03473pYcRM.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/C03473pYcRM.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#6,0.00,0.00,en,high,high,high,true,true,0,0,,,neutral,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#C03473pYcRM/6
EAQ005823,MOSEI,unknown,MOSEI/zknhrUs7-lI/9,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/zknhrUs7-lI.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/zknhrUs7-lI.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#9,0.00,0.00,en,high,high,high,true,true,0,2,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#zknhrUs7-lI/9
EAQ005824,MOSEI,unknown,MOSEI/7ifnoHhrMtA/14,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/7ifnoHhrMtA.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/7ifnoHhrMtA.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#14,0.00,0.00,en,high,high,high,true,true,0,-1,,,negative,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#7ifnoHhrMtA/14
EAQ005825,MOSEI,unknown,MOSEI/trQLgl6ncmk/8,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/trQLgl6ncmk.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/trQLgl6ncmk.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#8,0.00,0.00,en,high,high,high,true,true,0,-2,,,negative,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#trQLgl6ncmk/8
EAQ005826,MOSEI,unknown,MOSEI/uogwnZGb-iE/6,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Videos/Full/Combined/uogwnZGb-iE.mp4,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Audio/Full/WAV_16000/uogwnZGb-iE.wav,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#6,0.00,0.00,en,high,high,high,true,true,0,1,,,positive,/root/autodl-tmp/data/datasets/baidupcs/CMU-MOSEI/extracted/Raw/Labels/extreme_sentiment_results.csv#uogwnZGb-iE/6
