ea_id,source_dataset,source_split,source_id,video_path,audio_path,text_path,start,end,language,face_quality,audio_quality,text_quality,usable_for_micro,usable_for_l4,is_sarcasm_candidate,candidate_reason
EAQ200058,MUStARD,all,1_11928,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_11928.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_11928.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_11928,0.00,,en,medium,medium,high,true,true,false,
EAQ200059,MUStARD,all,1_12002,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12002.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12002.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_12002,0.00,,en,medium,medium,high,true,true,false,
EAQ200060,MUStARD,all,1_12083,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12083.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12083.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_12083,0.00,,en,medium,medium,high,true,true,false,
EAQ200061,MUStARD,all,1_12202,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12202.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12202.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_12202,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200062,MUStARD,all,1_12275,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12275.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12275.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_12275,0.00,,en,medium,medium,high,true,true,false,
EAQ200063,MUStARD,all,1_12320,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12320.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12320.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_12320,0.00,,en,medium,medium,high,true,true,false,
EAQ200064,MUStARD,all,1_12331,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12331.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_12331.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_12331,0.00,,en,medium,medium,high,true,true,false,
EAQ200065,MUStARD,all,1_1262,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1262.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1262.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1262,0.00,,en,medium,medium,high,true,true,false,
EAQ200066,MUStARD,all,1_1296,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1296.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1296.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1296,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200067,MUStARD,all,1_1466,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1466.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1466.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1466,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200068,MUStARD,all,1_1470,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1470.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1470.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1470,0.00,,en,medium,medium,high,true,true,false,
EAQ200069,MUStARD,all,1_1478,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1478.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1478.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1478,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200070,MUStARD,all,1_1484,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1484.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1484.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1484,0.00,,en,medium,medium,high,true,true,false,
EAQ200071,MUStARD,all,1_1549,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1549.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1549.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1549,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200072,MUStARD,all,1_1560,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1560.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1560.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1560,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200073,MUStARD,all,1_162,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_162.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_162.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_162,0.00,,en,medium,medium,high,true,true,false,
EAQ200074,MUStARD,all,1_1627,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1627.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1627.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1627,0.00,,en,medium,medium,high,true,true,false,
EAQ200075,MUStARD,all,1_1638,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1638.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1638.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1638,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200076,MUStARD,all,1_1666,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1666.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1666.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1666,0.00,,en,medium,medium,high,true,true,false,
EAQ200077,MUStARD,all,1_1678,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1678.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1678.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1678,0.00,,en,medium,medium,high,true,true,false,
EAQ200078,MUStARD,all,1_1722,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1722.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1722.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1722,0.00,,en,medium,medium,high,true,true,false,
EAQ200079,MUStARD,all,1_1732,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1732.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1732.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1732,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200080,MUStARD,all,1_175,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_175.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_175.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_175,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200081,MUStARD,all,1_1772,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1772.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1772.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1772,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200082,MUStARD,all,1_1798,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1798.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1798.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1798,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200083,MUStARD,all,1_1803,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1803.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1803.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1803,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200084,MUStARD,all,1_182,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_182.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_182.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_182,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200085,MUStARD,all,1_1931,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1931.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1931.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1931,0.00,,en,medium,medium,high,true,true,true,mustard_label
EAQ200086,MUStARD,all,1_1973,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1973.mp4,/root/autodl-tmp/data/datasets/mustard/utterances_final/1_1973.mp4,/root/autodl-tmp/data/datasets/mustard/sarcasm_data.json#utterance_id=1_1973,0.00,,en,medium,medium,high,true,true,true,mustard_label
